name,category,group,satisfied_with_area,local_govt_responsive,police_approval,suitable_employment,good_to_raise_kids,good_cond_of_parks,influence_over_local_govt,access_to_car,evicted,received_evict_notice,locations_in_walking_dist,safe_sidewalks,safe_biking,rec_facilities_avail,trust_neighbors,youth_have_role_models,neighbors_improving_area,safe_walking_at_night,would_save_fire_station,youth_likely_graduate_hs,youth_likely_job_w_opportunity,youth_likely_in_gang,youth_likely_abuse_drugs_alc,youth_likely_felony,very_good_self_rate_health,life_satisfaction,happy,anxious,diabetes,have_health_insurance,didnt_get_med_care,postponed_med_care,couldnt_afford_rx,altered_rx,asthma,no_medical_home,visited_er,dental_visit_past_yr,receive_emotional_support,depression,smoking,heavy_drinking,know_someone_abusing_opioids,know_someone_died_opioids,financial_insecurity,less_than_2mo_savings,negative_net_worth,underemployment,no_bank_account,food_insecurity,housing_insecurity,utility_insecurity,discrim_in_workplace,discrim_by_police,discrim_getting_service,discrim_in_housing,discrim_in_healthcare
New Haven,Connecticut,Connecticut,0.82,0.51,0.78,0.5,0.75,0.75,0.72,0.88,0.07,0.02,0.54,0.61,0.63,0.7,0.85,0.78,0.77,0.7,0.84,0.88,0.59,0.08,0.29,0.11,0.59,0.67,0.7,0.12,0.1,0.95,0.09,0.23,0.09,0.07,0.11,0.12,0.26,0.74,0.71,0.09,0.14,0.06,0.31,0.24,0.33,0.33,0.17,0.15,0.09,0.13,0.08,0.1,0.27,0.11,0.1,0.04,0.1
New Haven,Total,Total,0.75,0.34,0.52,0.37,0.45,0.55,0.69,0.75,0.05,0.01,0.75,0.85,0.76,0.74,0.67,0.56,0.71,0.49,0.81,0.7,0.41,0.24,0.44,0.3,0.55,0.6,0.61,0.15,0.1,0.93,0.12,0.26,0.09,0.07,0.14,0.19,0.33,0.66,0.64,0.15,0.19,0.09,0.26,0.22,0.41,0.39,0.24,0.28,0.19,0.21,0.1,0.14,0.37,0.18,0.08,0.08,0.15
New Haven,Gender,Male,0.77,0.4,0.56,0.45,0.55,0.64,0.66,0.77,0.03,0.01,0.78,0.85,0.78,0.79,0.71,0.64,0.74,0.6,,0.74,0.42,0.22,0.42,0.26,0.6,0.62,0.64,0.16,0.08,0.9,0.1,0.22,0.08,,0.1,0.21,0.29,0.64,0.65,0.12,0.21,0.11,0.27,0.2,0.36,0.34,0.16,,0.18,0.19,0.08,0.1,0.36,0.24,,0.09,0.15
New Haven,Gender,Female,0.73,0.3,0.49,0.32,0.36,0.46,0.72,0.72,0.06,0.02,0.73,0.84,0.74,0.71,0.61,0.52,0.7,0.4,,0.68,0.41,0.26,0.46,0.32,0.52,0.57,0.57,0.15,0.13,0.96,0.13,0.29,0.1,,0.18,0.16,0.37,0.67,0.63,0.18,0.18,0.07,0.25,0.23,0.45,0.45,0.31,,0.2,0.23,0.11,0.17,0.38,0.12,,0.08,0.16
New Haven,Age,Ages 18-34,0.82,0.39,0.48,0.42,0.44,0.51,0.75,0.72,,,0.8,0.83,0.8,0.79,0.63,0.58,0.7,0.45,,0.68,0.4,0.2,0.47,0.29,0.63,0.59,0.59,0.16,0.02,0.9,0.13,0.28,0.08,,,,0.33,0.62,0.61,0.19,0.19,0.13,0.25,0.19,0.46,0.45,0.22,,0.24,0.27,0.09,0.17,0.39,0.15,,0.05,0.11
New Haven,Age,Ages 35-49,0.63,0.28,0.43,0.29,0.39,0.5,0.58,0.73,,,0.75,0.86,0.7,0.65,0.59,0.47,0.61,0.58,,0.68,0.39,0.33,0.45,0.31,0.48,0.49,0.51,0.19,0.09,0.96,0.13,0.36,0.15,,,,0.44,0.66,0.56,0.17,0.27,0.07,0.31,0.28,0.48,0.45,0.38,,0.2,0.29,0.17,0.2,0.42,0.25,,0.11,0.25
New Haven,Age,Ages 50-64,0.69,0.25,0.53,0.34,0.38,0.54,0.68,0.78,,,0.72,0.86,0.78,0.8,0.71,0.6,0.81,0.5,,0.67,0.36,0.31,0.4,0.34,0.56,0.68,0.65,0.11,0.15,0.97,0.1,0.27,0.1,,,,0.3,0.74,0.65,0.09,0.22,0.09,0.35,0.35,0.39,0.29,0.18,,0.13,0.15,0.1,0.11,0.37,0.25,,0.15,0.27
New Haven,Age,Ages 65+,0.79,0.42,0.69,0.39,0.58,0.68,0.69,0.78,,,0.65,0.89,0.76,0.67,0.78,0.62,0.83,0.51,,0.8,0.53,0.17,0.46,0.3,0.43,0.67,0.68,0.16,0.27,0.97,0.08,0.12,0.05,,,,0.26,0.7,0.79,0.1,0.14,0.01,0.22,0.13,0.31,0.33,0.18,,0.1,0.06,0.04,0.03,0.23,0.12,,0.09,0.07
New Haven,Education,Bachelor's or higher,0.84,0.39,0.59,0.43,0.55,0.58,0.74,0.85,,,0.75,0.89,0.81,0.79,0.81,0.67,0.76,0.52,,0.82,0.47,0.14,0.31,0.18,0.68,0.69,0.64,0.09,0.07,0.96,0.11,0.28,0.05,,,0.18,0.23,0.73,0.71,0.07,0.14,0.09,0.29,0.18,0.31,0.25,0.21,,0.06,0.12,0.05,0.08,0.36,0.13,,0.08,0.14
New Haven,Education,High school or less,0.68,0.26,0.43,0.29,0.36,0.5,0.64,0.61,,,0.74,0.82,0.7,0.69,0.51,0.55,0.64,0.47,,0.62,0.41,0.41,0.56,0.47,0.37,0.51,0.58,0.23,0.16,0.91,0.13,0.24,0.13,,,0.18,0.44,0.6,0.52,0.26,0.29,0.12,0.25,0.24,0.5,0.49,0.3,,0.44,0.29,0.13,0.17,0.29,0.21,,0.09,0.14
New Haven,Education,Some college or Associate's,0.69,0.32,0.51,0.34,0.39,0.48,0.65,0.73,,,0.76,0.83,0.75,0.72,0.6,0.47,0.73,0.48,,0.62,0.31,0.24,0.51,0.31,0.55,0.54,0.58,0.17,0.1,0.93,0.11,0.26,0.12,,,0.2,0.37,0.62,0.64,0.16,0.18,0.06,0.22,0.25,0.48,0.53,0.23,,0.15,0.28,0.13,0.19,0.48,0.22,,0.08,0.18
New Haven,Income,$75K+,0.81,0.4,0.58,0.49,0.58,0.6,0.78,0.92,,,0.75,0.88,0.85,0.81,0.78,0.66,0.8,0.57,,0.89,0.55,0.09,0.2,0.12,0.78,0.74,0.7,0.07,0.05,0.98,0.05,0.27,0.06,,,,0.18,0.81,0.79,0.06,0.12,0.11,0.29,0.23,0.17,0.18,0.13,,0.04,0.08,0.05,0.07,0.28,0.1,,0.03,0.09
New Haven,Income,<$30K,0.67,0.26,0.42,0.29,0.33,0.5,0.66,0.52,,,0.74,0.79,0.67,0.62,0.54,0.46,0.63,0.39,,0.57,0.31,0.33,0.56,0.37,0.38,0.4,0.48,0.24,0.15,0.89,0.18,0.27,0.17,,,0.26,0.44,0.53,0.49,0.27,0.26,0.08,0.27,0.24,0.63,0.58,0.37,,0.34,0.36,0.17,0.21,0.38,0.21,,0.1,0.19
New Haven,Income,$30K-$75K,0.83,0.4,0.53,0.36,0.45,0.52,0.67,0.86,,,0.74,0.89,0.81,0.78,0.7,0.6,0.71,0.53,,0.7,0.42,0.26,0.47,0.29,0.57,0.61,0.65,0.1,0.08,0.94,0.1,0.26,0.06,,,0.17,0.32,0.65,0.67,0.1,0.17,0.08,0.26,0.18,0.41,0.37,0.25,,0.12,0.18,0.07,0.17,0.35,0.17,,0.08,0.18
New Haven,Race/Ethnicity,White,0.77,0.38,0.63,0.42,0.49,0.57,0.72,0.83,,,0.74,0.86,0.74,0.76,0.68,0.59,0.78,0.49,,0.69,0.36,0.14,0.38,0.2,0.6,0.64,0.64,0.14,0.09,0.97,0.09,0.29,0.08,,,0.15,0.28,0.69,0.78,0.11,0.2,,0.4,0.31,0.33,0.36,0.24,,0.12,0.15,0.07,0.1,0.31,0.12,,0.02,0.14
New Haven,Race/Ethnicity,Black,0.72,0.26,0.48,0.33,0.43,0.54,0.72,0.69,,,0.77,0.85,0.78,0.76,0.61,0.54,0.74,0.53,,0.72,0.39,0.26,0.48,0.32,0.51,0.53,0.61,0.16,0.14,0.89,0.11,0.26,0.13,,,0.16,0.34,0.63,0.58,0.16,0.19,,0.16,0.13,0.46,0.47,0.22,,0.22,0.27,0.11,0.2,0.36,0.21,,0.09,0.18
New Haven,Race/Ethnicity,Latino,0.72,0.37,0.52,0.36,0.44,0.53,0.72,0.65,,,0.81,0.85,0.75,0.73,0.6,0.53,0.64,0.39,,,,,,,0.53,0.46,0.55,0.21,0.1,0.85,0.21,0.24,0.18,,,,0.4,0.63,0.54,0.25,0.17,,0.27,0.17,0.51,,,,0.37,0.41,0.19,0.25,,0.18,,0.14,0.13
New Haven,With children,No children in household,0.78,0.38,0.57,0.39,0.49,0.56,0.69,0.73,0.03,0.01,0.72,0.86,0.74,0.73,0.7,0.61,0.73,0.51,,0.69,0.38,0.24,0.46,0.3,0.54,0.61,0.62,0.14,0.12,0.94,0.1,0.24,0.07,,0.12,0.18,0.3,0.66,0.67,0.13,0.18,0.1,0.25,0.21,0.37,0.34,0.21,,0.15,0.17,0.08,0.08,0.31,0.15,,0.09,0.14
New Haven,With children,Children in household,0.7,0.28,0.44,0.34,0.37,0.51,0.67,0.79,0.1,0.03,0.81,0.85,0.78,0.74,0.59,0.51,0.71,0.44,,0.74,0.46,0.24,0.4,0.32,0.58,0.58,0.57,0.18,0.06,0.92,0.15,0.3,0.15,,0.17,0.21,0.41,0.67,0.59,0.19,0.23,0.04,0.27,0.23,0.47,0.52,0.3,,0.29,0.29,0.14,0.27,0.48,0.21,,0.06,0.16
New Haven Inner Ring,Connecticut,Connecticut,0.82,0.51,0.78,0.5,0.75,0.75,0.72,0.88,0.07,0.02,0.54,0.61,0.63,0.7,0.85,0.78,0.77,0.7,0.84,0.88,0.59,0.08,0.29,0.11,0.59,0.67,0.7,0.12,0.1,0.95,0.09,0.23,0.09,0.07,0.11,0.12,0.26,0.74,0.71,0.09,0.14,0.06,0.31,0.24,0.33,0.33,0.17,0.15,0.09,0.13,0.08,0.1,0.27,0.11,0.1,0.04,0.1
New Haven Inner Ring,Total,Total,0.79,0.42,0.78,0.42,0.67,0.65,0.65,0.88,0.03,0.06,0.66,0.73,0.69,0.68,0.81,0.71,0.72,0.66,0.9,0.84,0.52,0.08,0.29,0.12,0.52,0.65,0.68,0.15,0.11,0.96,0.1,0.25,0.1,0.05,0.1,0.11,0.29,0.71,0.67,0.11,0.16,0.09,0.32,0.21,0.36,0.38,0.23,0.19,0.1,0.14,0.09,0.12,0.24,0.13,0.08,0.06,0.09
New Haven Inner Ring,Gender,Male,0.77,0.36,0.76,0.37,0.63,0.64,0.65,0.88,,,0.66,0.74,0.72,0.68,0.85,0.7,0.71,0.71,,0.88,0.49,0.07,0.31,0.08,0.52,0.66,0.69,0.13,0.12,0.93,0.11,0.24,0.08,,,,0.26,0.68,0.66,0.11,0.17,0.07,0.29,0.2,0.34,0.33,0.13,,0.1,0.11,0.1,0.1,0.18,0.2,,0.05,0.11
New Haven Inner Ring,Gender,Female,0.8,0.44,0.77,0.45,0.72,0.66,0.65,0.87,,,0.67,0.72,0.66,0.67,0.78,0.73,0.71,0.62,,0.81,0.53,0.09,0.28,0.14,0.54,0.64,0.67,0.18,0.1,0.98,0.09,0.26,0.11,,,,0.31,0.73,0.67,0.11,0.15,0.1,0.34,0.22,0.39,0.41,0.31,,0.11,0.16,0.08,0.13,0.3,0.07,,0.06,0.07
New Haven Inner Ring,Age,Ages 18-34,0.79,0.37,0.69,0.4,0.61,0.61,0.66,0.85,,,0.77,0.72,0.7,0.64,0.72,0.64,0.65,0.68,,0.81,0.52,0.1,0.34,0.12,0.55,0.62,0.61,0.2,0.02,0.98,0.14,0.32,0.09,,,,0.34,0.63,0.59,0.15,0.18,0.13,0.39,0.24,0.45,0.49,0.31,,0.16,0.17,0.12,,0.15,0.13,,0.04,0.09
New Haven Inner Ring,Age,Ages 35-49,0.84,0.46,0.81,0.5,0.72,0.64,0.65,0.93,,,0.71,0.72,0.7,0.7,0.83,0.77,0.69,0.69,,0.84,0.51,0.06,0.28,0.18,0.59,0.59,0.62,0.16,0.03,0.92,0.12,0.28,0.15,,,,0.23,0.74,0.64,0.1,0.19,0.12,0.31,0.16,0.41,0.36,0.32,,0.07,0.17,0.13,0.16,0.37,0.18,,0.1,0.07
New Haven Inner Ring,Age,Ages 50-64,0.76,0.35,0.74,0.38,0.64,0.61,0.6,0.88,,,0.63,0.71,0.67,0.65,0.81,0.7,0.68,0.68,,0.83,0.59,0.08,0.22,0.05,0.57,0.74,0.77,0.13,0.12,0.95,0.09,0.19,0.12,,,,0.26,0.73,0.7,0.13,0.19,0.08,0.32,0.26,0.34,0.36,0.09,,0.1,0.12,0.08,0.19,0.33,0.16,,0.06,0.15
New Haven Inner Ring,Age,Ages 65+,0.77,0.49,0.85,0.38,0.75,0.78,0.69,0.88,,,0.55,0.79,0.67,0.7,0.89,0.78,0.84,0.59,,0.9,0.38,0.06,0.34,0.1,0.41,0.65,0.72,0.08,0.3,0.98,0.04,0.15,0.04,,,,0.26,0.71,0.77,0.08,0.1,0.02,0.3,0.23,0.25,0.24,0.16,,0.05,0.07,0.04,0.04,0.21,0.07,,0.04,0.03
New Haven Inner Ring,Education,Bachelor's or higher,0.84,0.45,0.84,0.39,0.7,0.69,0.72,0.95,,,0.67,0.75,0.72,0.71,0.84,0.76,0.73,0.7,,0.84,0.58,0.04,0.26,0.1,0.6,0.72,0.72,0.15,0.09,0.97,0.09,0.22,0.08,,,,0.24,0.76,0.69,0.06,0.09,0.05,0.3,0.16,0.26,0.24,0.2,,0.03,0.06,0.09,0.08,0.22,0.14,,0.06,0.1
New Haven Inner Ring,Education,High school or less,0.78,0.36,0.67,0.45,0.6,0.6,0.56,0.75,,,0.68,0.71,0.67,0.62,0.81,0.7,0.71,0.62,,0.84,0.46,0.14,0.34,0.13,0.48,0.64,0.69,0.17,0.12,0.95,0.12,0.22,0.1,,,,0.3,0.63,0.66,0.15,0.24,0.14,0.29,0.3,0.43,0.5,0.21,,0.25,0.17,0.08,0.17,0.18,0.11,,0.02,0.11
New Haven Inner Ring,Education,Some college or Associate's,0.73,0.41,0.78,0.43,0.7,0.67,0.64,0.88,,,0.65,0.71,0.65,0.67,0.76,0.65,0.69,0.65,,0.85,0.45,0.07,0.3,0.11,0.45,0.58,0.6,0.16,0.12,0.95,0.09,0.31,0.11,,,,0.34,0.7,0.65,0.13,0.19,0.09,0.38,0.22,0.42,0.45,0.3,,0.06,0.22,0.09,0.12,0.35,0.14,,0.08,0.07
New Haven Inner Ring,Income,$75K+,0.77,0.45,0.84,0.51,0.66,0.64,0.66,0.96,,,0.63,0.68,0.69,0.68,0.84,0.71,0.73,0.75,,0.9,0.57,0.01,0.21,0.06,0.63,0.75,0.74,0.13,0.06,0.98,0.09,0.24,0.1,,,,0.22,0.78,0.69,0.08,0.11,0.1,0.31,0.21,0.25,0.28,0.13,,0.02,0.07,0.07,0.08,0.22,0.19,,0.06,0.07
New Haven Inner Ring,Income,<$30K,0.78,0.39,0.64,0.29,0.68,0.64,0.57,0.68,,,0.74,0.82,0.71,0.65,0.73,0.68,0.67,0.61,,0.73,0.48,0.19,0.45,0.23,0.4,0.55,0.62,0.22,0.18,0.95,0.13,0.28,0.09,,,,0.35,0.6,0.65,0.15,0.2,0.06,0.28,0.22,0.58,0.49,0.3,,0.29,0.28,0.08,0.19,0.25,0.07,,0.06,0.08
New Haven Inner Ring,Income,$30K-$75K,0.8,0.43,0.78,0.43,0.68,0.69,0.67,0.88,,,0.7,0.73,0.7,0.7,0.8,0.71,0.72,0.57,,0.78,0.54,0.1,0.3,0.12,0.49,0.6,0.64,0.16,0.12,0.93,0.12,0.26,0.13,,,,0.33,0.7,0.6,0.13,0.19,0.11,0.43,0.24,0.39,0.42,0.33,,0.06,0.15,0.15,0.14,0.26,0.12,,0.07,0.15
New Haven Inner Ring,Race/Ethnicity,White,0.77,0.4,0.81,0.43,0.68,0.66,0.64,0.88,,,0.64,0.71,0.65,0.69,0.82,0.72,0.7,0.67,,,,,,,0.53,0.62,0.66,0.12,0.11,0.96,0.08,0.26,0.08,,,,0.29,0.7,0.68,0.13,,,,,0.37,,,,0.08,0.11,0.06,,,0.09,,,0.07
New Haven Inner Ring,Race/Ethnicity,Black,0.85,0.41,0.71,0.4,0.71,0.71,0.66,0.9,,,0.78,0.77,0.74,0.63,0.79,0.73,0.77,0.75,,,,,,,0.47,0.69,0.68,0.12,0.13,0.95,0.09,0.23,0.12,,,,0.28,0.77,0.66,0.07,,,,,0.4,,,,0.12,0.16,0.15,,,0.28,,,0.1
New Haven Inner Ring,Race/Ethnicity,Latino,0.78,0.43,0.68,0.42,0.69,0.69,0.64,0.87,,,0.73,0.82,0.71,0.8,0.8,0.68,0.62,0.65,,,,,,,0.47,0.55,0.63,0.21,0.12,0.91,0.1,0.24,0.19,,,,0.32,0.79,0.63,0.15,,,,,0.36,,,,0.2,0.27,0.14,,,0.2,,,0.15
New Haven Inner Ring,With children,No children in household,0.78,0.42,0.78,0.41,0.7,0.67,0.65,0.86,,,0.62,0.74,0.66,0.66,0.82,0.73,0.71,0.64,,0.85,0.46,0.1,0.31,0.11,0.49,0.64,0.66,0.15,0.14,0.95,0.09,0.26,0.08,,,,0.29,0.71,0.68,0.12,0.17,0.07,0.31,0.21,0.34,0.35,0.17,,0.1,0.14,0.07,0.12,0.24,0.12,,0.05,0.08
New Haven Inner Ring,With children,Children in household,0.81,0.42,0.75,0.44,0.64,0.62,0.65,0.92,,,0.76,0.72,0.74,0.7,0.78,0.69,0.72,0.71,,0.8,0.61,0.06,0.26,0.12,0.6,0.7,0.69,0.17,0.05,0.96,0.12,0.22,0.13,,,,0.28,0.73,0.64,0.1,0.14,0.11,0.37,0.22,0.41,0.43,0.35,,0.1,0.11,0.12,0.12,0.26,0.16,,0.07,0.1
New Haven Outer Ring,Connecticut,Connecticut,0.82,0.51,0.78,0.5,0.75,0.75,0.72,0.88,,,0.54,0.61,0.63,0.7,0.85,0.78,0.77,0.7,0.84,0.88,0.59,0.08,0.29,0.11,0.59,0.67,0.7,0.12,0.1,0.95,0.09,0.23,0.09,0.07,0.11,0.12,0.26,0.74,0.71,0.09,0.14,0.06,0.31,0.24,0.33,0.33,0.17,0.15,0.09,0.13,0.08,0.1,0.27,0.11,0.1,0.04,0.1
New Haven Outer Ring,Total,Total,0.89,0.62,0.87,0.64,0.92,0.81,0.79,0.95,,,0.52,0.57,0.66,0.74,0.94,0.88,0.86,0.8,0.87,0.97,0.72,0.01,0.14,0.03,0.67,0.72,0.68,0.12,0.09,0.97,0.05,0.16,0.07,0.1,0.12,0.08,0.18,0.82,0.74,0.1,0.12,0.05,0.3,0.25,0.25,0.27,0.09,0.1,0.05,0.06,0.06,0.04,0.23,0.07,0.07,0.01,0.1
New Haven Outer Ring,Gender,Male,0.88,0.62,0.85,0.62,0.89,0.8,0.8,0.95,,,0.58,0.59,0.68,0.77,0.94,0.91,0.86,0.84,,,,,,,0.71,0.68,0.68,0.12,0.13,0.98,0.05,0.1,0.06,,,0.09,0.18,0.78,0.73,0.1,0.16,0.06,0.24,0.24,0.21,0.2,0.09,,0.06,0.07,0.07,0.02,0.25,0.11,,,0.05
New Haven Outer Ring,Gender,Female,0.9,0.63,0.88,0.67,0.94,0.81,0.77,0.94,,,0.47,0.54,0.65,0.71,0.95,0.89,0.89,0.76,,,,,,,0.61,0.76,0.68,0.1,0.05,0.96,0.05,0.21,0.07,,,0.08,0.2,0.85,0.75,0.11,0.08,0.05,0.32,0.25,0.29,0.34,0.09,,0.04,0.05,0.04,0.06,0.21,0.04,,,0.15
New Haven Outer Ring,Age,Ages 18-34,0.86,0.53,0.82,0.66,0.95,0.74,0.78,0.93,,,0.64,0.63,0.72,0.69,0.91,0.87,0.82,0.77,,,,,,,0.72,0.53,0.63,0.15,0.01,0.93,0.08,0.2,0.08,,,0.17,0.14,0.79,0.58,0.13,,,,,0.34,,,,0.12,0.11,0.11,,,0.05,,,
New Haven Outer Ring,Age,Ages 35-49,0.86,0.57,0.83,0.65,0.88,0.78,0.84,0.96,,,0.57,0.67,0.7,0.81,0.96,0.91,0.89,0.88,,,,,,,0.68,0.73,0.67,0.18,0.04,0.97,0.08,0.19,0.11,,,0.09,0.15,0.79,0.71,0.16,,,,,0.29,,,,0.05,0.14,0.06,,,0.14,,,
New Haven Outer Ring,Age,Ages 50-64,0.9,0.59,0.87,0.64,0.92,0.79,0.75,0.95,,,0.47,0.56,0.62,0.71,0.93,0.87,0.84,0.84,,,,,,,0.64,0.81,0.65,0.1,0.09,0.98,0.04,0.2,0.08,,,0.08,0.18,0.86,0.76,0.09,,,,,0.24,,,,0.01,0,0.04,,,0.08,,,
New Haven Outer Ring,Age,Ages 65+,0.94,0.78,0.93,0.61,0.95,0.9,0.77,0.94,,,0.41,0.44,0.59,0.73,0.94,0.94,0.89,0.68,,,,,,,0.58,0.76,0.73,0.05,0.2,0.98,0.02,0.06,0.02,,,0.02,0.28,0.81,0.86,0.05,,,,,0.16,,,,0.02,0.04,0.04,,,0.01,,,
New Haven Outer Ring,Education,Bachelor's or higher,0.91,0.62,0.87,0.62,0.94,0.81,0.81,0.98,,,0.48,0.54,0.62,0.72,0.93,0.9,0.89,0.86,,,,,,,0.7,0.76,0.72,0.08,0.08,0.99,0.03,0.12,0.05,,,0.08,0.13,0.88,0.81,0.08,0.06,,,,0.15,,,,0.02,0.03,0.05,,,0.05,,,
New Haven Outer Ring,Education,High school or less,0.88,0.6,0.83,0.6,0.91,0.84,0.72,0.9,,,0.55,0.57,0.66,0.64,0.94,0.88,0.82,0.67,,,,,,,0.58,0.66,0.61,0.09,0.14,0.93,0.05,0.22,0.07,,,0.11,0.31,0.79,0.61,0.09,,,,,0.35,,,,0.13,0.05,0.02,,,0.05,,,
New Haven Outer Ring,Education,Some college or Associate's,0.87,0.65,0.9,0.71,0.89,0.77,0.8,0.93,,,0.55,0.62,0.74,0.85,0.94,0.9,0.88,0.79,,,,,,,0.64,0.69,0.64,0.18,0.07,0.95,0.08,0.18,0.1,,,0.07,0.21,0.75,0.69,0.16,0.17,,,,0.34,,,,0.04,0.13,0.1,,,0.11,,,
New Haven Outer Ring,Income,$75K+,0.91,0.63,0.88,0.72,0.93,0.83,0.82,0.98,,,0.52,0.57,0.65,0.73,0.96,0.94,0.89,0.8,,,,,,,0.71,0.8,0.73,0.11,0.06,0.98,0.04,0.17,0.04,,,0.07,0.15,0.87,0.8,0.08,,,,,0.15,,,,0.03,0.01,0.04,,,0.06,,,
New Haven Outer Ring,Income,<$30K,0.72,0.66,0.72,0.53,0.86,0.76,0.67,0.87,,,0.57,0.55,0.65,0.67,0.84,0.88,0.77,0.62,,,,,,,0.55,0.5,0.55,0.06,0.18,0.92,0.06,0.19,0.09,,,0.06,0.3,0.74,0.69,0.16,,,,,0.55,,,,0.11,0.11,0.15,,,0.07,,,
New Haven Outer Ring,Income,$30K-$75K,0.91,0.62,0.9,0.57,0.93,0.83,0.8,0.94,,,0.63,0.65,0.68,0.79,0.93,0.83,0.88,0.86,,,,,,,0.58,0.61,0.62,0.19,0.07,0.95,0.07,0.19,0.14,,,0.1,0.18,0.76,0.58,0.14,,,,,0.33,,,,0.07,0.16,0.06,,,0.06,,,
New Haven Outer Ring,With children,No children in household,0.9,0.62,0.86,0.6,0.89,0.8,0.76,0.94,,,0.53,0.56,0.66,0.73,0.91,0.88,0.87,0.81,,,,,,,0.64,0.72,0.69,0.08,0.11,0.96,0.05,0.15,0.04,,,0.09,0.19,0.8,0.76,0.1,0.1,,,,0.23,,,,0.05,0.05,0.06,,0.2,0.06,,,0.08
New Haven Outer Ring,With children,Children in household,0.88,0.63,0.89,0.73,0.94,0.83,0.82,0.96,,,0.52,0.58,0.64,0.75,0.99,0.92,0.88,0.78,,,,,,,0.72,0.71,0.64,0.18,0.03,0.98,0.05,0.19,0.13,,,0.07,0.17,0.86,0.68,0.12,0.16,,,,0.3,,,,0.03,0.1,0.06,,0.3,0.1,,,0.15
New London,Connecticut,Connecticut,0.82,0.51,0.78,0.5,0.75,0.75,0.72,0.88,,,0.54,0.61,0.63,0.7,0.85,0.78,0.77,0.7,,0.88,0.59,0.08,0.29,0.11,0.59,0.67,0.7,0.12,0.1,0.95,0.09,0.23,0.09,,,0.12,0.26,0.74,0.71,0.09,0.14,0.06,0.31,0.24,0.33,0.33,0.17,,0.09,0.13,0.08,0.1,0.27,0.11,,0.04,0.1
New London,Total,Total,0.65,0.31,0.54,0.42,0.47,0.56,0.7,0.87,,,0.63,0.87,0.65,0.67,0.66,0.52,0.65,0.54,,0.68,0.47,0.27,0.4,0.2,0.51,0.53,0.58,0.24,0.12,0.85,0.2,0.38,0.17,,,0.22,0.37,0.7,0.65,0.22,0.2,0.1,0.43,0.36,0.54,0.28,0.24,,0.12,0.27,0.06,0.23,0.28,0.17,,0.03,0.18
New London,Gender,Male,0.72,0.36,0.53,0.5,0.55,0.53,0.72,0.93,,,0.62,0.87,0.67,0.67,0.54,0.61,0.62,0.52,,,,,,,0.58,0.51,0.62,0.22,0.11,0.85,0.2,0.36,0.12,,,,0.33,0.68,0.66,0.22,,,,,0.55,,,,0.13,0.24,0.09,,,0.22,,,
New London,Gender,Female,0.6,0.28,0.55,0.38,0.4,0.58,0.65,0.82,,,0.66,0.84,0.64,0.65,0.77,0.43,0.68,0.55,,,,,,,0.44,0.55,0.54,0.24,0.13,0.86,0.2,0.41,0.22,,,,0.4,0.7,0.62,0.23,,,,,0.51,,,,0.11,0.31,0.04,,,0.12,,,
New London,Age,Under age 55,0.63,0.28,0.49,0.41,0.46,0.56,0.7,0.86,,,0.7,0.84,0.62,0.64,0.62,0.52,0.61,0.53,,,,,,,0.52,0.43,0.51,0.3,0.09,0.83,0.24,0.44,0.21,,,,0.39,0.69,0.62,0.27,,,,,0.65,,,,0.13,0.34,0.08,,,0.21,,,
New London,Age,Age 55 or older,0.72,0.4,0.6,0.48,0.52,0.57,0.69,0.89,,,0.51,0.93,0.71,0.7,0.74,0.51,0.74,0.59,,,,,,,0.48,0.74,0.74,0.09,0.22,0.91,0.07,0.26,0.07,,,,0.31,0.68,0.7,0.11,,,,,0.29,,,,0.1,0.12,0.04,,,0.09,,,
New London,Education,Bachelor's or higher,0.76,0.41,0.6,0.37,0.55,0.65,0.82,0.9,,,0.57,0.88,0.7,0.71,0.86,0.62,0.73,0.63,,,,,,,0.66,0.64,0.66,0.22,0.09,0.97,0.08,0.4,0.11,,,,0.36,0.71,0.72,0.02,,,,,0.44,,,,0.03,0.17,0,,,0.16,,,
New London,Education,Less than Bachelor's degree,0.61,0.26,0.52,0.47,0.46,0.5,0.63,0.86,,,0.67,0.85,0.62,0.63,0.55,0.47,0.59,0.5,,,,,,,0.45,0.47,0.53,0.24,0.14,0.8,0.26,0.38,0.2,,,,0.37,0.69,0.61,0.32,,,,,0.59,,,,0.15,0.33,0.1,,,0.18,,,
New London,Income,<$75K,0.56,0.27,0.48,0.41,0.4,0.56,0.65,0.84,,,0.73,0.84,0.58,0.63,0.6,0.46,0.53,0.45,,,,,,,0.51,0.45,0.49,0.28,0.14,0.83,0.25,0.43,0.22,,,,0.39,0.67,0.6,0.28,,,,,0.64,,,,0.12,0.35,0.09,,,0.23,,,
New London,Income,$75K+,0.92,0.33,0.72,0.54,0.67,0.59,0.81,0.99,,,0.37,0.89,0.8,0.74,0.85,0.67,0.92,0.74,,,,,,,0.69,0.79,0.84,0.17,0.05,0.95,0.09,0.34,0.07,,,,0.23,0.84,0.83,0.01,,,,,0.27,,,,0,0.07,0,,,0.03,,,
